age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
27.0,3,381789.0,2,8.0,2,4,1,4,1,0.0,0.0,55.0,38,0
17.0,3,82041.0,1,7.0,4,5,1,4,1,0.0,0.0,40.0,1,0
35.0,5,115618.0,11,9.0,0,11,1,4,1,0.0,0.0,50.0,38,1
45.0,5,106110.0,15,10.0,2,7,0,4,0,0.0,0.0,99.0,38,0
44.0,3,267521.0,9,13.0,0,0,1,4,0,0.0,0.0,40.0,38,0
27.0,3,90692.0,8,11.0,4,7,1,1,0,0.0,0.0,40.0,29,0
51.0,3,57101.0,6,5.0,2,2,0,4,1,0.0,0.0,40.0,38,0
49.0,3,236913.0,11,9.0,6,7,1,4,0,0.0,0.0,45.0,38,0
64.0,5,388625.0,0,6.0,2,9,0,4,1,0.0,0.0,10.0,38,1
54.0,5,261207.0,5,4.0,0,13,1,4,1,0.0,0.0,45.0,4,0
43.0,3,245487.0,11,9.0,2,2,0,3,1,0.0,0.0,40.0,25,0
32.0,3,262153.0,11,9.0,0,2,1,4,1,0.0,0.0,35.0,38,0
36.0,3,225516.0,7,12.0,4,11,1,2,1,10520.0,0.0,43.0,38,1
26.0,5,68729.0,11,9.0,4,11,1,1,1,0.0,0.0,50.0,38,1
37.0,3,126954.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1
38.0,3,85074.0,7,12.0,0,0,1,4,0,0.0,0.0,40.0,38,0
26.0,3,383306.0,2,8.0,2,2,0,4,1,0.0,0.0,40.0,38,0
50.0,3,128143.0,9,13.0,2,2,0,4,1,0.0,1887.0,50.0,38,1
47.0,3,185041.0,15,10.0,2,2,0,4,1,7298.0,0.0,40.0,38,1
42.0,3,99373.0,11,9.0,0,6,1,4,0,0.0,0.0,40.0,38,0
66.0,1,157942.0,11,9.0,6,13,1,2,0,0.0,0.0,40.0,38,0
43.0,3,241928.0,11,9.0,5,0,1,2,0,0.0,0.0,32.0,38,0
37.0,3,348739.0,9,13.0,2,9,0,4,1,0.0,0.0,45.0,38,1
37.0,3,95654.0,0,6.0,0,3,1,4,0,0.0,0.0,35.0,38,0
25.0,3,367306.0,15,10.0,4,12,1,4,0,0.0,0.0,40.0,38,0
29.0,3,270421.0,9,13.0,2,2,0,4,1,0.0,0.0,50.0,38,1
63.0,3,221592.0,11,9.0,2,9,0,4,1,0.0,0.0,40.0,38,1
50.0,5,156951.0,7,12.0,2,6,0,4,1,3103.0,0.0,40.0,38,1
42.0,6,39239.0,12,14.0,4,9,1,4,1,0.0,0.0,70.0,38,0
32.0,3,72744.0,11,9.0,4,2,1,4,1,0.0,0.0,40.0,38,0
42.0,6,367292.0,15,10.0,2,10,0,4,1,0.0,0.0,40.0,38,1
41.0,5,408498.0,11,9.0,2,3,0,4,1,0.0,0.0,50.0,38,0
25.0,3,361493.0,9,13.0,4,11,1,4,1,3325.0,0.0,40.0,38,0
65.0,4,157403.0,11,9.0,2,11,0,4,1,0.0,0.0,50.0,38,0
32.0,3,231263.0,15,10.0,2,6,0,4,1,0.0,0.0,50.0,38,0
32.0,3,244147.0,11,9.0,4,2,1,4,1,0.0,0.0,10.0,38,0
24.0,3,220944.0,15,10.0,2,2,0,4,1,0.0,0.0,60.0,38,0
51.0,0,314007.0,11,9.0,0,3,1,4,0,0.0,0.0,40.0,38,0
67.0,3,200862.0,0,6.0,4,9,1,2,0,0.0,0.0,35.0,38,0
28.0,3,33374.0,1,7.0,3,7,1,4,0,0.0,0.0,35.0,38,0
32.0,4,345489.0,15,10.0,2,3,0,4,1,0.0,0.0,55.0,38,1
77.0,3,83601.0,14,15.0,2,3,0,4,1,0.0,0.0,40.0,38,0
47.0,3,162302.0,11,9.0,0,0,1,4,0,0.0,0.0,20.0,38,0
26.0,3,112847.0,11,9.0,4,5,1,4,1,0.0,0.0,40.0,38,0
20.0,3,147344.0,15,10.0,4,5,1,4,1,0.0,0.0,20.0,38,0
57.0,6,183657.0,15,10.0,2,9,0,2,1,0.0,0.0,35.0,38,1
40.0,3,130760.0,10,16.0,2,9,0,4,1,0.0,0.0,45.0,38,0
50.0,3,163948.0,12,14.0,2,11,0,4,1,0.0,0.0,40.0,38,1
19.0,3,316797.0,5,4.0,2,5,1,4,1,0.0,0.0,45.0,25,0
54.0,0,332243.0,2,8.0,2,0,0,4,1,0.0,0.0,40.0,38,0
51.0,1,195844.0,15,10.0,2,10,0,4,1,0.0,0.0,40.0,38,1
51.0,1,387250.0,9,13.0,2,0,0,4,1,0.0,0.0,50.0,38,1
38.0,6,188303.0,15,10.0,2,10,0,4,1,7688.0,0.0,40.0,38,1
68.0,3,40956.0,9,13.0,2,9,0,4,1,0.0,0.0,25.0,38,0
17.0,3,178953.0,2,8.0,4,11,1,4,0,0.0,0.0,20.0,38,0
32.0,3,398988.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0
29.0,3,535978.0,15,10.0,2,2,0,4,1,0.0,0.0,45.0,38,0
42.0,3,296982.0,15,10.0,0,11,1,4,1,0.0,0.0,40.0,38,0
40.0,3,231991.0,11,9.0,0,3,1,4,0,0.0,0.0,40.0,38,0
27.0,3,295799.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
22.0,6,201569.0,9,13.0,4,9,1,4,0,0.0,0.0,20.0,38,0
58.0,3,193568.0,1,7.0,6,7,1,4,0,0.0,0.0,40.0,38,0
61.0,3,97128.0,9,13.0,2,11,0,4,1,0.0,0.0,45.0,38,1
42.0,3,203393.0,9,13.0,2,2,0,2,0,0.0,0.0,35.0,38,1
49.0,3,138370.0,12,14.0,3,10,1,1,1,0.0,0.0,40.0,18,0
41.0,4,120277.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,0
43.0,3,91949.0,11,9.0,0,6,1,2,0,0.0,0.0,40.0,38,0
46.0,3,228372.0,9,13.0,0,11,1,4,1,0.0,0.0,40.0,38,1
28.0,3,132191.0,11,9.0,2,13,0,4,1,0.0,0.0,45.0,38,1
39.0,5,274683.0,15,10.0,2,11,0,4,1,7688.0,0.0,50.0,38,1
50.0,1,196307.0,15,10.0,2,2,0,4,1,7688.0,0.0,40.0,38,1
57.0,3,195835.0,15,10.0,3,0,1,4,1,0.0,0.0,40.0,38,0
47.0,3,185399.0,11,9.0,2,7,0,4,0,0.0,0.0,38.0,38,0
79.0,5,103684.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,38,0
40.0,3,140559.0,11,9.0,2,8,0,4,0,0.0,0.0,45.0,38,0
35.0,0,110188.0,9,13.0,2,9,0,1,1,0.0,0.0,40.0,39,0
35.0,1,668319.0,9,13.0,2,3,0,4,1,0.0,1740.0,80.0,38,0
30.0,3,112358.0,9,13.0,2,7,0,4,1,0.0,0.0,60.0,38,1
26.0,3,151810.0,0,6.0,4,4,1,2,1,0.0,0.0,40.0,38,0
49.0,3,48120.0,11,9.0,4,13,1,2,0,1506.0,0.0,40.0,38,0
48.0,3,144844.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
22.0,3,205839.0,15,10.0,4,7,1,4,1,0.0,0.0,45.0,38,0
22.0,3,113760.0,1,7.0,4,7,1,4,0,0.0,0.0,30.0,38,0
50.0,3,138358.0,0,6.0,5,0,1,2,0,0.0,0.0,47.0,22,0
47.0,5,216657.0,11,9.0,2,4,0,4,1,0.0,0.0,60.0,38,0
36.0,3,278576.0,11,9.0,2,13,0,4,1,0.0,0.0,50.0,38,0
44.0,3,174373.0,7,12.0,2,2,0,4,1,0.0,0.0,40.0,38,1
73.0,3,220019.0,6,5.0,6,7,1,4,0,0.0,0.0,9.0,38,0
24.0,3,311949.0,11,9.0,4,9,1,1,0,0.0,0.0,45.0,38,0
34.0,3,303867.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,1
37.0,3,154210.0,15,10.0,2,2,0,1,1,0.0,0.0,40.0,16,0
28.0,3,131310.0,2,8.0,2,9,0,4,0,0.0,0.0,20.0,10,0
46.0,3,202560.0,15,10.0,2,0,0,4,0,0.0,0.0,40.0,38,1
20.0,3,358783.0,15,10.0,4,9,1,4,0,0.0,0.0,35.0,38,0
29.0,3,423024.0,4,3.0,2,4,0,4,1,0.0,0.0,40.0,25,0
24.0,3,206671.0,8,11.0,2,2,0,4,1,0.0,0.0,40.0,38,0
29.0,6,245310.0,15,10.0,4,9,1,4,1,0.0,0.0,35.0,38,0
18.0,3,31983.0,2,8.0,4,0,1,4,0,0.0,0.0,20.0,38,0
41.0,3,124956.0,9,13.0,0,3,1,2,0,0.0,0.0,90.0,38,1
59.0,3,118358.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
27.0,3,491421.0,4,3.0,4,4,1,4,1,0.0,0.0,50.0,38,0
50.0,3,151580.0,7,12.0,2,2,0,4,1,0.0,0.0,45.0,38,0
25.0,3,248990.0,3,2.0,4,6,1,4,1,0.0,0.0,24.0,25,0
42.0,3,157425.0,9,13.0,0,3,1,4,0,0.0,0.0,45.0,38,0
36.0,3,221650.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,23,0
62.0,3,88055.0,15,10.0,2,0,0,4,1,0.0,0.0,60.0,38,1
71.0,3,216608.0,8,11.0,4,0,1,4,0,0.0,0.0,40.0,38,0
38.0,3,682947.0,9,13.0,0,3,1,4,1,0.0,0.0,55.0,38,1
44.0,3,228124.0,11,9.0,3,0,1,2,0,0.0,0.0,40.0,38,0
19.0,3,217194.0,0,6.0,4,9,1,4,1,0.0,0.0,30.0,38,0
49.0,5,171540.0,15,10.0,2,4,0,4,1,0.0,0.0,60.0,38,0
60.0,4,210827.0,9,13.0,2,9,0,4,1,7688.0,0.0,40.0,38,1
28.0,5,410351.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,30,0
26.0,3,163747.0,9,13.0,4,11,1,4,0,0.0,0.0,55.0,38,0
18.0,3,108892.0,1,7.0,4,5,1,4,1,0.0,0.0,12.0,38,0
43.0,3,180096.0,8,11.0,2,2,0,4,1,0.0,0.0,50.0,38,1
65.0,1,153890.0,2,8.0,6,3,1,4,1,2009.0,0.0,44.0,38,0
23.0,3,117480.0,0,6.0,4,2,1,4,1,0.0,0.0,44.0,38,0
21.0,3,163333.0,15,10.0,4,7,1,4,0,0.0,0.0,35.0,38,0
20.0,5,306710.0,11,9.0,4,4,1,4,1,0.0,0.0,40.0,38,0
19.0,3,150553.0,15,10.0,4,11,1,1,0,0.0,0.0,18.0,29,0
77.0,3,123959.0,11,9.0,6,0,1,4,0,0.0,0.0,32.0,38,0
32.0,3,24961.0,8,11.0,2,12,0,4,1,0.0,0.0,40.0,38,0
37.0,1,327120.0,15,10.0,2,13,0,4,1,0.0,0.0,30.0,38,0
29.0,5,33798.0,11,9.0,2,13,0,4,1,0.0,0.0,45.0,38,0
59.0,3,81929.0,10,16.0,2,9,0,4,1,0.0,2415.0,45.0,38,1
22.0,3,298489.0,15,10.0,4,2,1,4,1,0.0,0.0,40.0,38,0
30.0,3,101697.0,9,13.0,2,9,0,4,0,0.0,0.0,20.0,38,0
31.0,3,144064.0,11,9.0,2,2,0,4,1,0.0,0.0,48.0,38,1
59.0,5,195835.0,11,9.0,2,11,0,4,1,0.0,0.0,60.0,38,0
29.0,0,184723.0,15,10.0,4,7,1,4,0,0.0,0.0,40.0,38,1
56.0,3,265086.0,11,9.0,2,2,0,4,1,0.0,0.0,50.0,38,1
19.0,3,235909.0,15,10.0,4,0,1,4,0,0.0,0.0,20.0,38,0
37.0,3,42645.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,38,0
58.0,6,279878.0,12,14.0,2,3,0,4,1,0.0,0.0,40.0,38,1
41.0,3,104892.0,12,14.0,2,3,0,4,1,0.0,0.0,40.0,38,1
29.0,3,137063.0,11,9.0,4,11,1,4,1,0.0,0.0,38.0,38,0
38.0,5,58972.0,11,9.0,2,3,0,4,1,0.0,0.0,50.0,38,0
36.0,3,126675.0,12,14.0,2,9,0,4,1,0.0,1977.0,50.0,38,1
19.0,3,286435.0,15,10.0,4,2,1,4,1,594.0,0.0,40.0,38,0
46.0,3,191389.0,11,9.0,2,3,0,4,0,0.0,0.0,28.0,38,1
42.0,3,183241.0,12,14.0,2,9,0,4,0,0.0,0.0,45.0,38,1
29.0,3,91547.0,15,10.0,4,11,1,4,0,0.0,0.0,40.0,38,0
42.0,3,52781.0,9,13.0,2,9,0,4,1,7688.0,0.0,40.0,38,1
29.0,3,210959.0,7,12.0,2,0,0,4,1,0.0,0.0,40.0,38,0
47.0,3,365516.0,12,14.0,0,9,1,4,0,0.0,0.0,40.0,38,0
37.0,3,112271.0,1,7.0,2,2,0,4,1,0.0,0.0,40.0,38,1
39.0,3,269455.0,11,9.0,2,4,0,4,1,0.0,0.0,45.0,38,0
46.0,3,164379.0,9,13.0,0,11,1,2,0,0.0,0.0,35.0,38,1
28.0,3,109621.0,7,12.0,2,13,0,4,1,0.0,0.0,40.0,38,0
36.0,3,104858.0,15,10.0,2,4,0,4,1,0.0,0.0,56.0,38,1
39.0,3,99270.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0
44.0,3,193524.0,15,10.0,2,9,0,4,1,0.0,0.0,40.0,38,0
70.0,3,149040.0,11,9.0,6,9,1,4,0,2964.0,0.0,12.0,38,0
60.0,6,313946.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
35.0,3,162358.0,9,13.0,4,3,1,4,0,0.0,0.0,50.0,38,1
59.0,3,200700.0,9,13.0,2,2,0,2,1,0.0,0.0,48.0,38,1
21.0,3,116489.0,15,10.0,4,11,1,4,0,0.0,0.0,60.0,38,0
22.0,3,118310.0,7,12.0,4,9,1,4,0,0.0,0.0,16.0,38,0
31.0,3,352465.0,15,10.0,2,3,0,4,1,15024.0,0.0,50.0,38,1
40.0,3,107433.0,9,13.0,2,3,0,4,1,0.0,1977.0,50.0,38,1
33.0,3,296538.0,11,9.0,2,11,0,4,1,0.0,0.0,45.0,38,1
41.0,1,195897.0,12,14.0,2,9,0,4,1,0.0,0.0,60.0,38,0
31.0,5,216283.0,7,12.0,2,7,0,4,0,0.0,0.0,35.0,38,1
62.0,3,345780.0,8,11.0,0,7,1,4,1,0.0,0.0,40.0,38,0
43.0,3,216685.0,11,9.0,2,9,0,4,0,0.0,0.0,35.0,38,0
28.0,1,210945.0,9,13.0,4,9,1,2,0,0.0,0.0,60.0,38,0
43.0,3,184321.0,0,6.0,2,6,0,2,1,0.0,1887.0,40.0,38,1
55.0,5,322691.0,12,14.0,2,11,0,4,1,3103.0,0.0,55.0,38,1
42.0,3,192712.0,11,9.0,5,7,1,4,0,0.0,0.0,25.0,38,0
23.0,3,178272.0,9,13.0,4,9,1,4,0,0.0,0.0,40.0,38,0
55.0,0,321333.0,15,10.0,2,0,0,4,1,0.0,0.0,40.0,38,1
44.0,4,120277.0,9,13.0,2,3,0,4,1,99999.0,0.0,45.0,38,1
19.0,3,294029.0,1,7.0,4,11,1,3,0,0.0,0.0,32.0,26,0
23.0,3,112819.0,11,9.0,4,6,1,4,1,0.0,0.0,40.0,38,0
41.0,3,152636.0,11,9.0,0,2,1,4,0,0.0,0.0,50.0,38,0
63.0,3,301611.0,11,9.0,2,9,0,4,1,0.0,0.0,20.0,38,0
51.0,3,134808.0,11,9.0,5,5,1,4,0,0.0,0.0,40.0,38,0
49.0,3,64216.0,11,9.0,0,13,1,4,1,0.0,0.0,90.0,38,0
29.0,6,214284.0,12,14.0,4,9,1,1,0,0.0,0.0,20.0,35,0
25.0,3,469572.0,15,10.0,4,9,1,4,1,8614.0,0.0,40.0,38,1
44.0,5,282722.0,14,15.0,2,9,0,4,1,99999.0,0.0,50.0,38,1
17.0,3,231439.0,1,7.0,4,5,1,4,1,0.0,0.0,30.0,38,0
42.0,4,120277.0,12,14.0,2,3,0,4,1,0.0,0.0,40.0,38,1
21.0,3,364685.0,1,7.0,4,12,1,4,0,0.0,0.0,35.0,38,0
26.0,3,18827.0,15,10.0,4,13,1,4,1,0.0,0.0,40.0,38,0
24.0,3,169129.0,15,10.0,4,9,1,4,1,0.0,0.0,40.0,38,0
30.0,3,202051.0,9,13.0,2,3,0,4,1,0.0,0.0,42.0,38,1
58.0,3,353244.0,9,13.0,6,9,1,4,0,27828.0,0.0,50.0,38,1
19.0,3,574271.0,11,9.0,4,5,1,4,1,0.0,0.0,28.0,38,0
65.0,6,29276.0,5,4.0,6,7,1,4,0,0.0,0.0,24.0,38,0
52.0,5,104501.0,15,10.0,2,12,0,4,1,0.0,0.0,60.0,38,1
17.0,3,394176.0,0,6.0,4,5,1,4,1,0.0,0.0,20.0,38,0
27.0,3,85625.0,11,9.0,4,7,1,4,1,0.0,0.0,22.0,38,0
53.0,3,340723.0,14,15.0,4,9,1,4,0,0.0,0.0,40.0,38,0
24.0,3,149342.0,9,13.0,4,11,1,4,0,0.0,0.0,40.0,38,0
37.0,3,73715.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,1
34.0,3,143083.0,8,11.0,2,0,0,4,0,0.0,0.0,18.0,38,0
40.0,1,290660.0,7,12.0,0,3,1,4,1,8614.0,0.0,50.0,38,1
49.0,1,98738.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
86.0,3,149912.0,12,14.0,4,0,1,4,0,0.0,0.0,40.0,38,0
49.0,3,309033.0,8,11.0,2,9,0,4,0,15024.0,0.0,60.0,38,1
43.0,5,96129.0,1,7.0,2,5,0,4,1,0.0,0.0,60.0,38,0
47.0,3,216096.0,15,10.0,3,3,1,4,0,0.0,0.0,35.0,32,0
32.0,3,171091.0,11,9.0,2,13,0,4,1,0.0,0.0,50.0,38,1
30.0,5,79303.0,8,11.0,2,4,0,4,1,0.0,0.0,60.0,38,0
25.0,1,182380.0,11,9.0,4,2,1,4,1,0.0,0.0,40.0,38,0
42.0,3,36271.0,9,13.0,2,11,0,4,1,0.0,0.0,40.0,38,1
60.0,3,118197.0,15,10.0,2,2,0,4,1,0.0,0.0,65.0,38,0
46.0,3,269652.0,15,10.0,2,2,0,4,1,4386.0,0.0,38.0,38,1
39.0,1,193815.0,15,10.0,2,10,0,4,1,0.0,0.0,40.0,38,1
28.0,3,141957.0,7,12.0,2,12,0,4,1,0.0,1887.0,70.0,38,1
26.0,3,222637.0,0,6.0,4,2,1,4,1,0.0,0.0,55.0,32,0
27.0,3,118230.0,15,10.0,4,0,1,4,0,0.0,0.0,40.0,38,0
59.0,3,174040.0,15,10.0,0,9,1,4,1,0.0,0.0,40.0,38,0
64.0,6,105748.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,38,0
90.0,5,82628.0,11,9.0,4,3,1,4,1,2964.0,0.0,12.0,38,0
51.0,3,205100.0,15,10.0,0,11,1,4,0,0.0,0.0,45.0,38,1
36.0,3,107916.0,11,9.0,2,13,0,4,1,0.0,2002.0,40.0,38,0
39.0,3,130620.0,5,4.0,3,6,1,3,0,0.0,0.0,40.0,5,0
30.0,3,361817.0,11,9.0,4,9,1,4,1,0.0,0.0,25.0,38,0
47.0,5,235646.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,38,1
32.0,3,53277.0,12,14.0,2,3,0,4,1,0.0,0.0,60.0,38,1
24.0,3,456460.0,7,12.0,2,0,0,4,0,0.0,0.0,40.0,38,0
23.0,3,293091.0,11,9.0,4,11,1,4,1,0.0,0.0,30.0,38,0
62.0,3,210935.0,11,9.0,2,7,0,4,1,0.0,0.0,20.0,38,0
48.0,3,199763.0,15,10.0,2,9,0,4,0,0.0,0.0,20.0,38,0
62.0,3,223447.0,2,8.0,0,9,1,4,1,0.0,0.0,40.0,1,0
35.0,5,233533.0,9,13.0,5,2,1,4,1,0.0,0.0,65.0,38,0
27.0,3,95647.0,9,13.0,4,9,1,1,1,0.0,0.0,40.0,38,0
49.0,3,199763.0,15,10.0,0,6,1,4,0,0.0,0.0,35.0,38,0
18.0,3,74539.0,0,6.0,4,11,1,4,1,0.0,0.0,20.0,38,0
19.0,3,84610.0,15,10.0,4,7,1,4,0,0.0,0.0,30.0,38,0
63.0,4,96930.0,7,12.0,2,11,0,4,1,0.0,0.0,40.0,38,1
54.0,3,115602.0,11,9.0,2,7,0,2,0,0.0,0.0,40.0,38,0
24.0,3,237341.0,15,10.0,2,9,0,4,0,0.0,0.0,40.0,38,1
61.0,3,143800.0,0,6.0,2,13,0,4,1,0.0,0.0,50.0,38,1
50.0,4,163921.0,11,9.0,2,11,0,4,1,0.0,0.0,48.0,38,1
36.0,3,68273.0,9,13.0,2,11,0,4,1,0.0,0.0,40.0,38,1
21.0,3,113163.0,15,10.0,4,0,1,4,1,0.0,0.0,50.0,38,0
38.0,4,478829.0,14,15.0,2,9,0,4,1,99999.0,0.0,50.0,38,1
30.0,3,345705.0,15,10.0,2,3,1,4,1,0.0,0.0,40.0,38,0
22.0,3,385077.0,11,9.0,4,2,1,4,1,2907.0,0.0,40.0,38,0
33.0,3,192286.0,15,10.0,0,0,1,1,0,0.0,0.0,52.0,38,0
39.0,1,236391.0,11,9.0,2,6,0,4,1,0.0,0.0,38.0,38,1
42.0,3,106679.0,11,9.0,2,2,0,4,1,0.0,0.0,50.0,38,1
47.0,3,308242.0,11,9.0,2,9,0,4,1,0.0,0.0,40.0,38,0
42.0,1,46094.0,9,13.0,0,13,1,4,1,0.0,0.0,33.0,38,0
29.0,3,194940.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,0
35.0,3,341643.0,9,13.0,4,11,1,4,1,0.0,0.0,55.0,38,0
23.0,3,210474.0,15,10.0,4,7,1,4,0,0.0,0.0,30.0,38,0
28.0,3,76313.0,15,10.0,2,2,0,0,1,0.0,0.0,60.0,38,0
34.0,3,115858.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0
40.0,3,55191.0,15,10.0,4,0,1,2,0,0.0,0.0,40.0,38,0
67.0,5,364862.0,11,9.0,6,7,1,4,0,0.0,0.0,30.0,38,0
49.0,3,334787.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
34.0,3,205733.0,11,9.0,4,0,1,4,0,0.0,0.0,40.0,38,0
60.0,3,120163.0,9,13.0,2,9,0,4,1,0.0,0.0,40.0,38,0
26.0,3,333677.0,9,13.0,4,3,1,4,1,2463.0,0.0,35.0,38,0
25.0,3,208591.0,11,9.0,4,6,1,4,1,0.0,0.0,40.0,38,0
40.0,3,341204.0,15,10.0,0,3,1,4,0,1831.0,0.0,30.0,38,0
56.0,5,115422.0,11,9.0,2,4,0,4,1,0.0,0.0,40.0,38,0
35.0,4,111319.0,7,12.0,2,11,0,4,1,0.0,1887.0,45.0,38,1
54.0,3,816750.0,11,9.0,2,2,0,4,1,0.0,2051.0,40.0,38,0
25.0,3,167835.0,9,13.0,4,3,1,4,0,3325.0,0.0,40.0,38,0
28.0,3,92262.0,9,13.0,2,11,0,4,1,0.0,0.0,40.0,38,0
31.0,3,91964.0,9,13.0,4,3,1,4,1,0.0,0.0,40.0,38,0
45.0,3,107682.0,11,9.0,0,0,1,4,0,0.0,0.0,40.0,38,0
52.0,6,135388.0,11,9.0,2,2,0,4,1,5013.0,0.0,40.0,38,0
39.0,5,597843.0,12,14.0,4,9,1,4,0,0.0,0.0,50.0,3,0
19.0,3,389942.0,11,9.0,4,11,1,4,1,0.0,0.0,40.0,38,0
23.0,3,442274.0,2,8.0,4,0,1,4,1,0.0,0.0,40.0,38,0
23.0,3,595461.0,5,4.0,4,2,1,4,1,0.0,0.0,40.0,25,0
52.0,3,284329.0,8,11.0,2,9,0,4,1,15024.0,0.0,40.0,38,1
33.0,5,127894.0,14,15.0,2,9,0,4,1,0.0,0.0,60.0,38,1
35.0,3,196899.0,9,13.0,4,5,1,1,0,0.0,0.0,50.0,13,0
58.0,3,212534.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
61.0,3,71209.0,11,9.0,2,2,0,4,1,0.0,0.0,45.0,38,1
39.0,3,237943.0,9,13.0,2,3,0,4,1,99999.0,0.0,70.0,38,1
38.0,3,190759.0,1,7.0,2,2,0,4,1,0.0,0.0,40.0,38,0
59.0,3,100313.0,11,9.0,2,3,0,4,1,0.0,1887.0,40.0,38,1
41.0,3,344624.0,9,13.0,0,3,1,4,1,0.0,0.0,50.0,38,1
27.0,3,194024.0,6,5.0,5,9,1,4,0,0.0,0.0,50.0,38,0
19.0,3,87497.0,1,7.0,4,13,1,4,1,0.0,0.0,10.0,38,0
22.0,3,236907.0,15,10.0,4,5,1,4,1,0.0,0.0,20.0,38,0
59.0,3,169639.0,7,12.0,6,3,1,4,0,0.0,0.0,40.0,38,0
37.0,3,105803.0,11,9.0,2,2,0,4,1,3103.0,0.0,45.0,38,1
31.0,3,149507.0,2,8.0,2,2,0,4,1,0.0,0.0,43.0,38,0
18.0,3,294387.0,1,7.0,4,5,1,4,1,0.0,0.0,40.0,38,0
20.0,3,161708.0,15,10.0,4,11,1,4,0,0.0,0.0,35.0,38,0
28.0,3,282389.0,11,9.0,4,13,1,4,1,0.0,0.0,60.0,38,0
28.0,3,64940.0,15,10.0,4,7,1,4,0,0.0,0.0,30.0,38,0
49.0,3,195727.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,0
38.0,1,37931.0,11,9.0,2,10,0,4,1,0.0,0.0,40.0,38,1
19.0,3,170720.0,11,9.0,4,11,1,4,1,0.0,0.0,20.0,38,0
43.0,3,152958.0,9,13.0,2,3,0,4,1,7298.0,0.0,40.0,38,1
28.0,3,312372.0,11,9.0,2,3,0,2,1,15024.0,0.0,40.0,38,1
41.0,3,39581.0,15,10.0,0,0,1,2,0,0.0,0.0,24.0,7,0
50.0,3,206862.0,12,14.0,2,3,0,4,1,0.0,0.0,65.0,38,1
46.0,3,216934.0,9,13.0,0,0,1,4,1,0.0,0.0,40.0,31,0
20.0,3,143062.0,15,10.0,4,4,1,4,1,0.0,0.0,40.0,38,0
45.0,3,242391.0,9,13.0,2,3,0,4,1,0.0,0.0,60.0,38,1
28.0,3,165030.0,15,10.0,4,3,1,4,0,0.0,0.0,50.0,38,0
37.0,3,199251.0,15,10.0,2,7,0,4,0,0.0,0.0,40.0,38,0
46.0,5,353012.0,10,16.0,2,9,0,4,1,0.0,1902.0,50.0,38,1
66.0,3,174491.0,11,9.0,2,5,0,4,1,0.0,0.0,40.0,38,0
35.0,3,333305.0,15,10.0,2,9,1,4,0,0.0,0.0,40.0,38,0
38.0,3,203138.0,9,13.0,2,0,0,4,0,0.0,0.0,50.0,38,1
25.0,3,220220.0,1,7.0,4,5,1,4,1,0.0,0.0,45.0,38,0
55.0,0,305850.0,14,15.0,2,3,0,4,1,15024.0,0.0,40.0,38,1
48.0,1,273402.0,5,4.0,2,13,0,4,1,0.0,1902.0,40.0,38,0
56.0,3,201344.0,15,10.0,6,2,1,4,0,0.0,0.0,38.0,38,0
47.0,5,218676.0,12,14.0,2,3,0,4,1,0.0,0.0,45.0,38,0
55.0,5,141807.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
41.0,6,222434.0,7,12.0,2,10,0,4,1,0.0,0.0,40.0,38,0
47.0,3,266860.0,15,10.0,2,11,0,4,1,0.0,0.0,65.0,38,1
40.0,3,34113.0,11,9.0,4,3,1,0,1,6849.0,0.0,43.0,38,0
41.0,3,159549.0,9,13.0,2,11,0,4,1,0.0,0.0,40.0,38,0
21.0,3,195248.0,15,10.0,4,11,1,3,0,0.0,0.0,20.0,38,0
52.0,3,109413.0,11,9.0,4,11,1,4,1,0.0,0.0,40.0,38,0
62.0,3,195343.0,10,16.0,0,9,1,4,1,15020.0,0.0,50.0,38,1
46.0,3,185291.0,1,7.0,2,5,0,4,1,0.0,0.0,45.0,38,1
21.0,3,140012.0,15,10.0,4,9,1,4,1,0.0,0.0,20.0,38,0
